Id,Locale,Question,Categories,Question type,Answer type,Selector type,vertical_options subtypes,two_horizontal_options subtypes,A,B,C,D
,EN,Do you consider yourself a good person?,Priorities,message,message,vertical_options,regular,,Yes,"No, not at all","There are no concepts of ""good"" and ""bad""",Difficult to answer
552,Ru ,Ты часто испытываешь чувство вины?,Priorities,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Do you often feel guilty?,Priorities,message,message,two_horizontal_options,,Yes/No,Yes,No,,
553,RU,Любишь хвалиться перед кем-то?,Priorities,message,message,vertical_options,regular,,Да,Иногда,Нет,Затрудняюсь ответить
,EN,Do you like to brag to someone?,Priorities,message,message,vertical_options,regular,,Yes,Sometimes,No,Difficult to answer
554,RU,Часто сомневаешься в себе и в своих силах?,Priorities,message,message,vertical_options,regular,,"Да, бывает",Очень редко,"Нет, я уверен/а в себе",Затрудняюсь ответить
,EN,Do you often doubt yourself and your abilities?,Priorities,message,message,vertical_options,regular,,"Yes, sometimes",Very rarely,"No, I'm self-confident",Difficult to answer
555,RU,Можешь спонтанно сорваться в путешествие?,Rational/Irrational,message,message,vertical_options,regular,,Спонтанность — мое второе имя!,Зависит от настроения,Меня лучше предупредить о таких вещах за пару месяцев,Затрудняюсь ответить
,EN,Can you spontaneously break on a trip?,Rational/Irrational,message,message,vertical_options,regular,,Spontaneity is my second name!,Depends on mood,It is better to warn me about such things in a couple of months,Difficult to answer
556,RU,Профессия твоей мечты — это...,Priorities,message,message,vertical_options,regular,,Что-то творческое,"Главное, чтобы я был боссом",Она точно подразумевает постоянное общение с людьми,"Спокойная, однообразная работа"
,EN,The profession of your dreams is...,Priorities,message,message,vertical_options,regular,,Something creative,The main thing is that I'm a boss,Constant communication with people,"Calm, monotonous work"
557,RU,Как часто ты уделяешь время хобби?,Priorities,message,message,vertical_options,regular,,Много времени уделяю своим увлечениям,Стараюсь по возможности уделять,Не уделяю времени вообще,У меня нет хобби
,EN,How often do you spend time on hobbies?,Priorities,message,message,vertical_options,regular,,I devote a lot of time to my hobbies,I try to give as much as possible,I don't make time at all,I have no hobby
558,RU,Твои родители могут повлиять на твоё мнение по поводу каких-либо отношений?,Priorities,message,message,vertical_options,regular,,"Да, я прислушиваюсь к советам старшинства",Очень редко,Стараюсь не посвящать родителей в свои отношения,Затрудняюсь ответить
,EN,Can parents affect your opinion about any relations?,Priorities,message,message,vertical_options,regular,,"Yes, I listen to their advice",Very rarely,I try not to involve my parents in my relations,Difficult to answer
559,RU,Есть планы и цели на следующий год?,Rational/Irrational,message,message,vertical_options,regular,,"Конечно, у меня все расписано",Разве что какие-то отдаленные мечты,"Я даже не знаю, что буду делать завтра",Затрудняюсь ответить
